起点,终点,划分,经纬度
镇江南站,无锡东站,240000G14915,"[119.424373,32.152414],[120.460118,31.597155]"
无锡东站,苏州北站,240000G14915,"[120.460118,31.597155],[120.644312,31.421561]"
苏州北站,上海虹桥站,240000G14915,"[120.644312,31.421561],[121.320038,31.193987]"
北京南站,德州东站,240000G16904,"[116.378545,39.865195],[116.462533,37.409444]"
德州东站,济南西站,240000G16904,"[116.462533,37.409444],[116.891316,36.668906]"
济南西站,泰安站,240000G16904,"[116.891316,36.668906],[117.035742,36.172902]"
泰安站,枣庄站,240000G16904,"[117.035742,36.172902],[117.30583,34.780682]"
枣庄站,徐州东站,240000G16904,"[117.30583,34.780682],[117.305076,34.267673]"
徐州东站,南京南站,240000G16904,"[117.305076,34.267673],[118.798147,31.968587]"
南京南站,无锡东站,240000G16904,"[118.798147,31.968587],[120.460118,31.597155]"
无锡东站,苏州北站,240000G16904,"[120.460118,31.597155],[120.644312,31.421561]"
苏州北站,上海虹桥站,240000G16904,"[120.644312,31.421561],[121.320038,31.193987]"
北京南站,沧州西站,240000G1512P,"[116.378545,39.865195],[116.768136,38.306483]"
沧州西站,德州东站,240000G1512P,"[116.768136,38.306483],[116.462533,37.409444]"
德州东站,济南西站,240000G1512P,"[116.462533,37.409444],[116.891316,36.668906]"
济南西站,泰安站,240000G1512P,"[116.891316,36.668906],[117.035742,36.172902]"
泰安站,滕州东站,240000G1512P,"[117.035742,36.172902],[117.256866,35.090796]"
滕州东站,徐州东站,240000G1512P,"[117.256866,35.090796],[117.305076,34.267673]"
徐州东站,蚌埠南站,240000G1512P,"[117.305076,34.267673],[117.441475,32.901917]"
蚌埠南站,滁州站,240000G1512P,"[117.441475,32.901917],[118.319862,32.198885]"
滁州站,南京南站,240000G1512P,"[118.319862,32.198885],[118.798147,31.968587]"
南京南站,常州北站,240000G1512P,"[118.798147,31.968587],[119.955457,31.85349]"
常州北站,苏州北站,240000G1512P,"[119.955457,31.85349],[120.644312,31.421561]"
苏州北站,上海虹桥站,240000G1512P,"[120.644312,31.421561],[121.320038,31.193987]"
北京南站,济南西站,2400000G130A,"[116.378545,39.865195],[116.891316,36.668906]"
济南西站,南京南站,2400000G130A,"[116.891316,36.668906],[118.798147,31.968587]"
南京南站,苏州北站,2400000G130A,"[118.798147,31.968587],[120.644312,31.421561]"
苏州北站,上海虹桥站,2400000G130A,"[120.644312,31.421561],[121.320038,31.193987]"
北京南站,沧州西站,240000G1530I,"[116.378545,39.865195],[116.768136,38.306483]"
沧州西站,济南西站,240000G1530I,"[116.768136,38.306483],[116.891316,36.668906]"
济南西站,泰安站,240000G1530I,"[116.891316,36.668906],[117.035742,36.172902]"
泰安站,徐州东站,240000G1530I,"[117.035742,36.172902],[117.305076,34.267673]"
徐州东站,蚌埠南站,240000G1530I,"[117.305076,34.267673],[117.441475,32.901917]"
蚌埠南站,滁州站,240000G1530I,"[117.441475,32.901917],[118.319862,32.198885]"
滁州站,南京南站,240000G1530I,"[118.319862,32.198885],[118.798147,31.968587]"
南京南站,常州北站,240000G1530I,"[118.798147,31.968587],[119.955457,31.85349]"
常州北站,无锡东站,240000G1530I,"[119.955457,31.85349],[120.460118,31.597155]"
无锡东站,上海虹桥站,240000G1530I,"[120.460118,31.597155],[121.320038,31.193987]"
北京南站,廊坊站,240000G1570P,"[116.378545,39.865195],[116.709066,39.509281]"
廊坊站,德州东站,240000G1570P,"[116.709066,39.509281],[116.462533,37.409444]"
德州东站,济南西站,240000G1570P,"[116.462533,37.409444],[116.891316,36.668906]"
济南西站,泰安站,240000G1570P,"[116.891316,36.668906],[117.035742,36.172902]"
泰安站,徐州东站,240000G1570P,"[117.035742,36.172902],[117.305076,34.267673]"
徐州东站,南京南站,240000G1570P,"[117.305076,34.267673],[118.798147,31.968587]"
南京南站,常州北站,240000G1570P,"[118.798147,31.968587],[119.955457,31.85349]"
常州北站,苏州北站,240000G1570P,"[119.955457,31.85349],[120.644312,31.421561]"
苏州北站,上海虹桥站,240000G1570P,"[120.644312,31.421561],[121.320038,31.193987]"
北京南站,廊坊站,240000G1592Q,"[116.378545,39.865195],[116.709066,39.509281]"
廊坊站,天津南站,240000G1592Q,"[116.709066,39.509281],[117.0608,39.056878]"
天津南站,沧州西站,240000G1592Q,"[117.0608,39.056878],[116.768136,38.306483]"
沧州西站,济南西站,240000G1592Q,"[116.768136,38.306483],[116.891316,36.668906]"
济南西站,枣庄站,240000G1592Q,"[116.891316,36.668906],[117.30583,34.780682]"
枣庄站,徐州东站,240000G1592Q,"[117.30583,34.780682],[117.305076,34.267673]"
徐州东站,南京南站,240000G1592Q,"[117.305076,34.267673],[118.798147,31.968587]"
南京南站,上海虹桥站,240000G1592Q,"[118.798147,31.968587],[121.320038,31.193987]"
北京南站,天津南站,2400000G150G,"[116.378545,39.865195],[117.0608,39.056878]"
天津南站,济南西站,2400000G150G,"[117.0608,39.056878],[116.891316,36.668906]"
济南西站,南京南站,2400000G150G,"[116.891316,36.668906],[118.798147,31.968587]"
南京南站,上海站,2400000G150G,"[118.798147,31.968587],[121.455739,31.249563]"
北京南站,南京南站,2400000G170B,"[116.378545,39.865195],[118.798147,31.968587]"
南京南站,上海虹桥站,2400000G170B,"[118.798147,31.968587],[121.320038,31.193987]"
北京南站,济南西站,2400000G210A,"[116.378545,39.865195],[116.891316,36.668906]"
济南西站,无锡东站,2400000G210A,"[116.891316,36.668906],[120.460118,31.597155]"
无锡东站,上海站,2400000G210A,"[120.460118,31.597155],[121.455739,31.249563]"
包头站,包头东站,330000Z2840G,"[109.83664,40.605497],[110.02475,40.570079]"
包头东站,呼和浩特站,330000Z2840G,"[110.02475,40.570079],[111.665438,40.831295]"
呼和浩特站,呼和浩特东站,330000Z2840G,"[111.665438,40.831295],[111.765795,40.849797]"
呼和浩特东站,集宁南站,330000Z2840G,"[111.765795,40.849797],[113.099423,41.030789]"
集宁南站,大同站,330000Z2840G,"[113.099423,41.030789],[113.303619,40.120293]"
大同站,张家口南站,330000Z2840G,"[113.303619,40.120293],[114.882686,40.750754]"
张家口南站,北京站,330000Z2840G,"[114.882686,40.750754],[116.42792,39.902896]"
北京站,天津西站,330000Z2840G,"[116.42792,39.902896],[117.162863,39.158619]"
天津西站,徐州站,330000Z2840G,"[117.162863,39.158619],[117.206888,34.264954]"
徐州站,蚌埠站,330000Z2840G,"[117.206888,34.264954],[117.378475,32.943137]"
蚌埠站,南京站,330000Z2840G,"[117.378475,32.943137],[118.797513,32.087122]"
南京站,镇江站,330000Z2840G,"[118.797513,32.087122],[119.432794,32.197714]"
镇江站,常州站,330000Z2840G,"[119.432794,32.197714],[119.973242,31.785213]"
常州站,无锡站,330000Z2840G,"[119.973242,31.785213],[120.306388,31.587908]"
无锡站,苏州站,330000Z2840G,"[120.306388,31.587908],[120.610855,31.329669]"
苏州站,上海南站,330000Z2840G,"[120.610855,31.329669],[121.429115,31.153182]"
上海南站,嘉兴站,330000Z2840G,"[121.429115,31.153182],[120.763429,30.764311]"
嘉兴站,海宁站,330000Z2840G,"[120.763429,30.764311],[120.685373,30.533652]"
海宁站,杭州站,330000Z2840G,"[120.685373,30.533652],[120.182802,30.243319]"
北京站,沧州站,240000D70100,"[116.42792,39.902896],[116.877637,38.309154]"
沧州站,南京站,240000D70100,"[116.877637,38.309154],[118.797513,32.087122]"
南京站,苏州站,240000D70100,"[118.797513,32.087122],[120.610855,31.329669]"
苏州站,上海站,240000D70100,"[120.610855,31.329669],[121.455739,31.249563]"
北京南站,南京站,240000D70901,"[116.378545,39.865195],[118.797513,32.087122]"
南京站,常州站,240000D70901,"[118.797513,32.087122],[119.973242,31.785213]"
常州站,上海站,240000D70901,"[119.973242,31.785213],[121.455739,31.249563]"
北京站,天津西站,240000T10913,"[116.42792,39.902896],[117.162863,39.158619]"
天津西站,沧州站,240000T10913,"[117.162863,39.158619],[116.877637,38.309154]"
沧州站,德州站,240000T10913,"[116.877637,38.309154],[116.288647,37.449387]"
德州站,徐州站,240000T10913,"[116.288647,37.449387],[117.206888,34.264954]"
徐州站,南京站,240000T10913,"[117.206888,34.264954],[118.797513,32.087122]"
南京站,常州站,240000T10913,"[118.797513,32.087122],[119.973242,31.785213]"
常州站,无锡站,240000T10913,"[119.973242,31.785213],[120.306388,31.587908]"
无锡站,苏州站,240000T10913,"[120.306388,31.587908],[120.610855,31.329669]"
苏州站,上海站,240000T10913,"[120.610855,31.329669],[121.455739,31.249563]"
北京南站,南京站,240000D70320,"[116.378545,39.865195],[118.797513,32.087122]"
南京站,常州站,240000D70320,"[118.797513,32.087122],[119.973242,31.785213]"
常州站,上海虹桥站,240000D70320,"[119.973242,31.785213],[121.320038,31.193987]"
北京站,南京站,240000D70500,"[116.42792,39.902896],[118.797513,32.087122]"
南京站,镇江站,240000D70500,"[118.797513,32.087122],[119.432794,32.197714]"
镇江站,上海站,240000D70500,"[119.432794,32.197714],[121.455739,31.249563]"
北京西站,石家庄站,2400000G890C,"[116.322056,39.89491],[114.485118,38.010198]"
石家庄站,郑州东站,2400000G890C,"[114.485118,38.010198],[113.778584,34.759197]"
郑州东站,西安北站,2400000G890C,"[113.778584,34.759197],[108.938585,34.376094]"
西安北站,成都东站,2400000G890C,"[108.938585,34.376094],[104.141065,30.628858]"
北京西站,保定站,240000K81710,"[116.322056,39.89491],[115.479846,38.863227]"
保定站,定州站,240000K81710,"[115.479846,38.863227],[114.97393,38.530893]"
定州站,石家庄站,240000K81710,"[114.97393,38.530893],[114.485118,38.010198]"
石家庄站,邢台站,240000K81710,"[114.485118,38.010198],[114.492298,37.070454]"
邢台站,邯郸站,240000K81710,"[114.492298,37.070454],[114.475525,36.601362]"
邯郸站,安阳站,240000K81710,"[114.475525,36.601362],[114.339932,36.104581]"
安阳站,鹤壁站,240000K81710,"[114.339932,36.104581],[114.27414,35.760122]"
鹤壁站,新乡站,240000K81710,"[114.27414,35.760122],[113.859604,35.306571]"
新乡站,郑州站,240000K81710,"[113.859604,35.306571],[113.658109,34.745803]"
郑州站,巩义站,240000K81710,"[113.658109,34.745803],[112.981044,34.759491]"
巩义站,洛阳东站,240000K81710,"[112.981044,34.759491],[112.485894,34.696891]"
洛阳东站,洛阳站,240000K81710,"[112.485894,34.696891],[112.436396,34.685482]"
洛阳站,三门峡站,240000K81710,"[112.436396,34.685482],[111.233952,34.760307]"
三门峡站,安康站,240000K81710,"[111.233952,34.760307],[109.016424,32.712607]"
安康站,宣汉站,240000K81710,"[109.016424,32.712607],[107.659399,31.542199]"
宣汉站,达州站,240000K81710,"[107.659399,31.542199],[107.452876,31.198051]"
达州站,营山站,240000K81710,"[107.452876,31.198051],[106.569209,31.06442]"
营山站,南充站,240000K81710,"[106.569209,31.06442],[106.085934,30.807866]"
南充站,遂宁站,240000K81710,"[106.085934,30.807866],[105.541704,30.542468]"
遂宁站,大英东站,240000K81710,"[105.541704,30.542468],[105.280221,30.567638]"
大英东站,成都站,240000K81710,"[105.280221,30.567638],[104.073653,30.697191]"
北京西站,正定机场站,240000G5710V,"[116.322056,39.89491],[114.709278,38.251879]"
正定机场站,石家庄站,240000G5710V,"[114.709278,38.251879],[114.485118,38.010198]"
石家庄站,邯郸东站,240000G5710V,"[114.485118,38.010198],[114.559205,36.619658]"
邯郸东站,安阳东站,240000G5710V,"[114.559205,36.619658],[114.453408,36.084136]"
安阳东站,新乡东站,240000G5710V,"[114.453408,36.084136],[113.978527,35.314472]"
新乡东站,郑州东站,240000G5710V,"[113.978527,35.314472],[113.778584,34.759197]"
郑州东站,三门峡南站,240000G5710V,"[113.778584,34.759197],[111.160458,34.749497]"
三门峡南站,华山北站,240000G5710V,"[111.160458,34.749497],[110.098645,34.581714]"
华山北站,西安北站,240000G5710V,"[110.098645,34.581714],[108.938585,34.376094]"
西安北站,汉中站,240000G5710V,"[108.938585,34.376094],[107.029963,33.090721]"
汉中站,广元站,240000G5710V,"[107.029963,33.090721],[105.821512,32.45042]"
广元站,剑门关站,240000G5710V,"[105.821512,32.45042],[105.485602,32.280546]"
剑门关站,江油站,240000G5710V,"[105.485602,32.280546],[104.770685,31.780881]"
江油站,绵阳站,240000G5710V,"[104.770685,31.780881],[104.717694,31.459521]"
绵阳站,成都东站,240000G5710V,"[104.717694,31.459521],[104.141065,30.628858]"
成都东站,内江北站,240000G5710V,"[104.141065,30.628858],[105.084954,29.60953]"
内江北站,永川东站,240000G5710V,"[105.084954,29.60953],[105.949578,29.371126]"
永川东站,重庆西站,240000G5710V,"[105.949578,29.371126],[106.436855,29.500273]"
北京西站,石家庄站,240000G3070L,"[116.322056,39.89491],[114.485118,38.010198]"
石家庄站,邢台东站,240000G3070L,"[114.485118,38.010198],[114.59324,37.092022]"
邢台东站,邯郸东站,240000G3070L,"[114.59324,37.092022],[114.559205,36.619658]"
邯郸东站,安阳东站,240000G3070L,"[114.559205,36.619658],[114.453408,36.084136]"
安阳东站,新乡东站,240000G3070L,"[114.453408,36.084136],[113.978527,35.314472]"
新乡东站,郑州东站,240000G3070L,"[113.978527,35.314472],[113.778584,34.759197]"
郑州东站,巩义南站,240000G3070L,"[113.778584,34.759197],[112.916411,34.670753]"
巩义南站,洛阳龙门站,240000G3070L,"[112.916411,34.670753],[112.458681,34.594036]"
洛阳龙门站,灵宝西站,240000G3070L,"[112.458681,34.594036],[110.688845,34.577846]"
灵宝西站,渭南北站,240000G3070L,"[110.688845,34.577846],[109.481274,34.535692]"
渭南北站,西安北站,240000G3070L,"[109.481274,34.535692],[108.938585,34.376094]"
西安北站,汉中站,240000G3070L,"[108.938585,34.376094],[107.029963,33.090721]"
汉中站,广元站,240000G3070L,"[107.029963,33.090721],[105.821512,32.45042]"
广元站,青川站,240000G3070L,"[105.821512,32.45042],[116.751312,35.743726]"
青川站,江油站,240000G3070L,"[116.751312,35.743726],[104.770685,31.780881]"
江油站,绵阳站,240000G3070L,"[104.770685,31.780881],[104.717694,31.459521]"
绵阳站,德阳站,240000G3070L,"[104.717694,31.459521],[104.39003,31.166108]"
德阳站,成都东站,240000G3070L,"[104.39003,31.166108],[104.141065,30.628858]"
北京西站,保定站,2400000Z490H,"[116.322056,39.89491],[115.479846,38.863227]"
保定站,石家庄站,2400000Z490H,"[115.479846,38.863227],[114.485118,38.010198]"
石家庄站,郑州站,2400000Z490H,"[114.485118,38.010198],[113.658109,34.745803]"
郑州站,汉口站,2400000Z490H,"[113.658109,34.745803],[114.254971,30.618065]"
汉口站,宜昌东站,2400000Z490H,"[114.254971,30.618065],[111.370206,30.658326]"
宜昌东站,恩施站,2400000Z490H,"[111.370206,30.658326],[109.484049,30.34818]"
恩施站,重庆北站,2400000Z490H,"[109.484049,30.34818],[106.551201,29.60957]"
重庆北站,遂宁站,2400000Z490H,"[106.551201,29.60957],[105.541704,30.542468]"
遂宁站,成都站,2400000Z490H,"[105.541704,30.542468],[104.073653,30.697191]"
北京西站,涿州站,240000K1171N,"[116.322056,39.89491],[115.984953,39.481521]"
涿州站,保定站,240000K1171N,"[115.984953,39.481521],[115.479846,38.863227]"
保定站,定州站,240000K1171N,"[115.479846,38.863227],[114.97393,38.530893]"
定州站,石家庄站,240000K1171N,"[114.97393,38.530893],[114.485118,38.010198]"
石家庄站,高邑站,240000K1171N,"[114.485118,38.010198],[114.597257,37.605468]"
高邑站,临城站,240000K1171N,"[114.597257,37.605468],[114.611656,37.468443]"
临城站,邢台站,240000K1171N,"[114.611656,37.468443],[114.492298,37.070454]"
邢台站,邯郸站,240000K1171N,"[114.492298,37.070454],[114.475525,36.601362]"
邯郸站,安阳站,240000K1171N,"[114.475525,36.601362],[114.339932,36.104581]"
安阳站,鹤壁站,240000K1171N,"[114.339932,36.104581],[114.27414,35.760122]"
鹤壁站,新乡站,240000K1171N,"[114.27414,35.760122],[113.859604,35.306571]"
新乡站,郑州站,240000K1171N,"[113.859604,35.306571],[113.658109,34.745803]"
郑州站,宝丰站,240000K1171N,"[113.658109,34.745803],[113.046962,33.855034]"
宝丰站,鲁山站,240000K1171N,"[113.046962,33.855034],[112.903275,33.748305]"
鲁山站,南阳站,240000K1171N,"[112.903275,33.748305],[112.512226,32.998723]"
南阳站,襄阳站,240000K1171N,"[112.512226,32.998723],[112.156245,32.057786]"
襄阳站,安康站,240000K1171N,"[112.156245,32.057786],[109.016424,32.712607]"
安康站,宣汉站,240000K1171N,"[109.016424,32.712607],[107.659399,31.542199]"
宣汉站,达州站,240000K1171N,"[107.659399,31.542199],[107.452876,31.198051]"
达州站,南充站,240000K1171N,"[107.452876,31.198051],[106.085934,30.807866]"
南充站,成都站,240000K1171N,"[106.085934,30.807866],[104.073653,30.697191]"
成都站,眉山站,240000K1171N,"[104.073653,30.697191],[103.8123,30.064022]"
眉山站,西昌站,240000K1171N,"[103.8123,30.064022],[102.224089,27.877385]"
西昌站,米易站,240000K1171N,"[102.224089,27.877385],[102.113653,26.874412]"
